Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Verified_source_URL,Notes
Germany,Berlin,Humboldt-Universität zu Berlin,"Master in Economics and Management Science (MEMS, M.Sc.)",24,Management,1852,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiwi.hu-berlin.de/en/study/studium/mems,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Bonn,M.Sc. Agricultural and Food Economics (AFECO),24,Economics,1852,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7602/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Berlin,Technische Universität Berlin,"M.Sc. Innovation Management, Entrepreneurship, and Sustainability (IMES)",24,Management,1852,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.tu.berlin/en/studying/study-programs/all-programs-offered/study-course/innovation-management-entrepreneurship-and-sustainability-m-sc,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Cologne,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5441/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Bonn,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4034/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,Heinrich Heine University Düsseldorf,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.hhu.de/en/studies/all-courses-of-study-at-heinrich-heine-university/course-information/economics-master,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,Ruhr-Universität Bochum,M.Sc. Global Sustainability Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10445/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,TU Dortmund University,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiwi.tu-dortmund.de/cms/en/studies/master/economics/index.html,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Duisburg-Essen,M.Sc. Health Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.healthecon-master.de/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Münster,M.Sc. Economics,24,Business,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7656/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,Paderborn University,M.Sc. International Economics and Management,24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-paderborn.de/en/studyoffer/course_of_study/international-economics-and-management-master,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,RWTH Aachen University,"M.Sc. Management and Engineering in Technology, Innovation, Marketing and Sales (TIMES)",24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.rwth-aachen.de/cms/root/studium/Vor-dem-Studium/Studienangebot/Liste-der-Studiengaenge/Studiengangbeschreibung/~bnrn/Management-und-Ingenieurwesen-in-Technologie-Innovation-Marketing-und-Sales-M-Sc-/?lidx=1,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hesse,Goethe University Frankfurt,M.Sc. International Economics and Economic Policy (MIEEP),24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiwi.uni-frankfurt.de/en/study/study-programs/master/master-in-international-economics-and-economic-policy/general-information,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hesse,Goethe University Frankfurt,M.Sc. Management Science,24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiwi.uni-frankfurt.de/en/study/study-programs/master/master-in-management-science/study-program-profile,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hesse,Philipps-Universität Marburg,"M.Sc. Economics, Institutions, and Behaviour",24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4055/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hesse,University of Kassel,M.Sc. Economic Behavior & Governance (EB&Go),24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4395/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Lower Saxony,University of Göttingen,M.Sc. International Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-goettingen.de/en/655731.html,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Lower Saxony,Leibniz University Hannover,M.Sc. Economics (Wirtschaftswissenschaft) — English module options,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-hannover-economics-and-management-w39831/?hec-id=w39831,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Lower Saxony,University of Oldenburg,M.Sc. Business Administration,24,Business,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-oldenburg.de/en/studies/degree-programs/business-administration-msc/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Schleswig-Holstein,Kiel University (CAU),M.Sc. International Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiso.uni-kiel.de/en/studies/degree-programmes/master/international-economics,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hamburg,University of Hamburg,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4076/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Hamburg,University of Hamburg,"M.Sc. Politics, Economics and Philosophy (PEP)",24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4079/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable. Confirm English-taught module path; programme page lists English electives."
Germany,Bremen,University of Bremen,M.Sc. Business Administration (International Management specialization),24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bremen-business-administration-w26878/?hec-id=w26878,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Rhineland-Palatinate,Trier University,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4236/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Saxony,Chemnitz University of Technology,M.Sc. Business and Economics,24,Business,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10432/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Saxony,Leipzig University,M.Sc. European Financial Markets and Institutions,24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-leipzig.de/en/studying/prospective-students/courses-of-study/degree-programme/course/show/european-financial-markets-and-institutions,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Saxony-Anhalt,Otto von Guericke University Magdeburg,"M.Sc. International Management, Marketing, Entrepreneurship (IMME)",24,Management,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3995/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Saxony-Anhalt,Martin Luther University Halle-Wittenberg,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4268/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Thuringia,Friedrich Schiller University Jena,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.wiwi.uni-jena.de/en/278/m-sc-economics,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Rhineland-Palatinate,Johannes Gutenberg University Mainz,M.Sc. International Economics and Public Policy (MIEPP),24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6931/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Rhineland-Palatinate,RPTU Kaiserslautern-Landau,M.Sc. Business Administration and Economics,24,Business,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4405/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Saarland,Saarland University,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4424/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Mecklenburg-Vorpommern,University of Rostock,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4414/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Siegen,M.Sc. Business Administration,24,Business,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4431/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Brandenburg,University of Potsdam,M.Sc. Economics and Public Policy,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4394/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,Bielefeld University,M.Sc. Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4204/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,Ruhr-Universität Bochum,"M.A. Ethics – Economics, Law and Politics (EELP)",24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4330/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,North Rhine-Westphalia,University of Wuppertal,M.Sc. Applied Economics,24,Economics,1882,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3956/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Tübingen,M.Sc. in Management and Economics,18,Management,7471,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4482/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 3 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Mannheim,Master's Program in Economics (M.Sc.),24,Economics,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-mannheim.de/en/academics/before-your-studies/programs/masters-program-in-economics/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Mannheim,Mannheim Master in Management (M.Sc.) — English track,24,Management,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-mannheim.de/en/academics/before-your-studies/programs/mannheim-master-in-management/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Hohenheim,M.Sc. International Business and Economics (IBE),24,Business,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.uni-hohenheim.de/en/international-business-and-economics-masters,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Konstanz,M.Sc. Economics,24,Economics,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4042/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Ulm,M.Sc. Finance,24,Business,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3650/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Hohenheim,"M.Sc. Economics with Data Science (University of Hohenheim, Stuttgart)",24,Economics,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4434/,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,University of Freiburg,M.Sc. Economic Research,24,Economics,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.studium.uni-freiburg.de/en/program-offerings/masters/economic-research-msc,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Baden-Württemberg,Karlsruhe Institute of Technology (KIT),M.Sc. Digital Economics,24,Economics,9961,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.sle.kit.edu/english/vorstudium/master-digital-economics.php,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable."
Germany,Bavaria,Technical University of Munich (TUM),M.Sc. Management & Technology,24,Management,24543,Yes,18,Residence permit for job search (Section 20 AufenthG),https://www.tum.de/en/studies/degree-programs/management,"Indian BBA: apply via uni-assist VPD where required; check ANABIN/ZAB for degree equivalence (H+). 4 semesters × (tuition+Semesterbeitrag); BW non-EU €1,500/sem tuition where applicable; TUM non-EU master's tuition where applicable. Non-EU tuition €4,000–€6,000/sem (TUM); row uses €4,000/sem lower bound."
Ireland,Dublin,Technological University Dublin,MSc in Marketing,12,Business,19845,Yes,24,Stamp 1G,https://www.tudublin.ie/study/postgraduate/courses/marketing/,"Non-EU total programme fee €13,500 per TU Dublin 2025/26 postgraduate fee schedule / course page; Level 9 full-time on-campus."
Ireland,Dublin,Technological University Dublin,MSc in Finance,12,Business,19845,Yes,24,Stamp 1G,https://www.tudublin.ie/study/postgraduate/courses/full-time-finance2/,"Non-EU total programme fee €13,500 per TU Dublin 2025/26 postgraduate fee schedule / course page; Level 9 full-time on-campus."
Ireland,Dublin,Technological University Dublin,MSc in Strategic Management,12,Management,19845,Yes,24,Stamp 1G,https://www.tudublin.ie/study/postgraduate/courses/strategic-management-full-time/,"Non-EU total programme fee €13,500 per TU Dublin 2025/26 postgraduate fee schedule / course page; Level 9 full-time on-campus."
Ireland,Cork,Munster Technological University,MSc in International Business,12,Business,19845,Yes,24,Stamp 1G,https://www.mtu.ie/courses/crbibus9/,"Non-EU €13,500/year per MTU international fee schedule 2026/27; optional ~€500 field trip on some business programmes; Level 9."
Ireland,Cork,Munster Technological University,MSc in Digital Marketing Strategy (Full-time),12,Business,19845,Yes,24,Stamp 1G,https://www.mtu.ie/courses/crbdims9/,"Non-EU €13,500/year per MTU international fee schedule 2026/27; optional ~€500 field trip on some business programmes; Level 9."
Ireland,Cork,Munster Technological University,MA in Global Business Practice,12,Business,19845,Yes,24,Stamp 1G,https://www.mtu.ie/courses/crbglbp9/,"Non-EU €13,500/year per MTU international fee schedule 2026/27; optional ~€500 field trip on some business programmes; Level 9."
Ireland,Dublin,Technological University Dublin,MSc in Management,12,Management,22050,Yes,24,Stamp 1G,https://www.tudublin.ie/study/postgraduate/courses/management-tu421-fulltime/,"Non-EU total programme fee €15,000 per TU Dublin 2025/26 postgraduate fee schedule / course page; Level 9 full-time on-campus."
Ireland,Dublin,National College of Ireland,MSc in Management,12,Management,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCMGMT,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Dublin,National College of Ireland,MSc in International Business,12,Business,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCINTB,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Dublin,National College of Ireland,MA in Human Resource Management,12,Management,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MAHRM,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Dublin,National College of Ireland,MSc in Finance,12,Business,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCFIN,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Dublin,National College of Ireland,MSc in Marketing,12,Business,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCMKT,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Dublin,National College of Ireland,MSc in Business Analytics for Decision Makers,12,Analytics,24990,Yes,24,Stamp 1G,https://www.ncirl.ie/Courses/NCI-Course-Details/course/MSCBADM,"Level 9 taught MSc/MA; English-taught; Indian 4-year bachelor typically accepted; intl fee €17,000 (2025–26 on programme page)."
Ireland,Kildare,Maynooth University,MSc Business Management,12,Management,26460,Yes,24,Stamp 1G,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-business-management,"Non-EU tuition €18,000/year per 2026/27 fee PDF; €150 student levy listed separately; conversion-friendly for non-business grads on several programmes."
Ireland,Kildare,Maynooth University,MSc International Business,12,Business,26460,Yes,24,Stamp 1G,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-international-business,"Non-EU tuition €18,000/year per 2026/27 fee PDF; €150 student levy listed separately; conversion-friendly for non-business grads on several programmes."
Ireland,Kildare,Maynooth University,MSc Finance,12,Business,26460,Yes,24,Stamp 1G,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-finance,"Non-EU tuition €18,000/year per 2026/27 fee PDF; €150 student levy listed separately; conversion-friendly for non-business grads on several programmes."
Ireland,Kildare,Maynooth University,MSc Business Analytics,12,Analytics,26460,Yes,24,Stamp 1G,https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/courses/msc-business-analytics,"Non-EU tuition €18,000/year per 2026/27 fee PDF; €150 student levy listed separately; conversion-friendly for non-business grads on several programmes."
Ireland,Limerick,University of Limerick,MSc in International Management & Global Business,12,Management,27048,Yes,24,Stamp 1G,https://www.ul.ie/gps/courses/international-management-msc,"Non-EU 2026–27 fee €18,400 incl. student levy per UL fee schedule; 1-year full-time."
Ireland,Limerick,University of Limerick,MA in Business Management,12,Management,27048,Yes,24,Stamp 1G,https://www.ul.ie/fees/course-fees/postgraduate-fees/postgraduate-taught-fees-2026-2027,"Non-EU 2026–27 fee €18,400 incl. student levy per UL fee schedule; 1-year full-time."
Ireland,Limerick,University of Limerick,MSc in Finance,12,Business,27048,Yes,24,Stamp 1G,https://www.ul.ie/fees/course-fees/postgraduate-fees/postgraduate-taught-fees-2026-2027,"Non-EU 2026–27 fee €18,400 incl. student levy per UL fee schedule; 1-year full-time."
Ireland,Limerick,University of Limerick,MSc in Human Resource Management,12,Management,27048,Yes,24,Stamp 1G,https://www.ul.ie/fees/course-fees/postgraduate-fees/postgraduate-taught-fees-2026-2027,"Non-EU 2026–27 fee €18,400 incl. student levy per UL fee schedule; 1-year full-time."
Ireland,Limerick,University of Limerick,"MSc in Marketing, Consumption and Society",12,Business,27048,Yes,24,Stamp 1G,https://www.ul.ie/fees/course-fees/postgraduate-fees/postgraduate-taught-fees-2026-2027,"Non-EU 2026–27 fee €18,400 incl. student levy per UL fee schedule; 1-year full-time."
Ireland,Cork,University College Cork,MSc in Marketing,12,Business,28959,Yes,24,Stamp 1G,https://www.ucc.ie/en/ckl07/,"Non-EU tuition €19,700 (2025–26 schedule); €207 capitation may apply separately; English-taught Level 9."
Ireland,Cork,University College Cork,MSc in Business Economics,12,Economics,28959,Yes,24,Stamp 1G,https://www.ucc.ie/en/ckl06/,"Non-EU tuition €19,700 (2025–26 schedule); €207 capitation may apply separately; English-taught Level 9."
